user_id,date,time,category,merchant_name,amount
6664271e66cb1ac2237a0d983,6/28/2023,12:12 PM,movies,BookMyShow,7037
6664271e66cb1ac2237a0d402,6/29/2023,9:43 PM,movies,BookMyShow,9414
6664271e66cb1ac2237a0d976,6/29/2023,5:30 PM,electricity,Adani Electricity,3648
6664271e66cb1ac2237a0d337,6/30/2023,6:41 AM,clothing,Myntra,4894
6664271e66cb1ac2237a0d430,6/30/2023,2:23 PM,movies,BookMyShow,4064
6664271e66cb1ac2237a0d639,6/30/2023,8:44 AM,mobile recharge,Paytm,2151
6664271e66cb1ac2237a0d697,6/30/2023,8:05 PM,clothing,Myntra,5959
6664271e66cb1ac2237a0d897,6/30/2023,7:23 PM,books,Amazon India,866
6664271e66cb1ac2237a0d940,6/30/2023,12:13 AM,food,Zomato,6892
6664271e66cb1ac2237a0d994,6/30/2023,10:24 PM,electricity,Adani Electricity,8890
6664271e66cb1ac2237a0d1033,6/30/2023,6:31 AM,electronics,Reliance Digital,8841
6664271e66cb1ac2237a0d299,7/1/2023,6:45 PM,clothing,Myntra,5338
6664271e66cb1ac2237a0d807,7/1/2023,3:21 PM,food,Zomato,349
6664271e66cb1ac2237a0d464,7/2/2023,7:40 PM,electricity,Adani Electricity,6223
6664271e66cb1ac2237a0d977,7/2/2023,12:51 AM,movies,BookMyShow,2082
6664271e66cb1ac2237a0d500,7/4/2023,10:44 PM,food,Zomato,4903
6664271e66cb1ac2237a0d512,7/4/2023,12:11 AM,electricity,Adani Electricity,3699
6664271e66cb1ac2237a0d1002,7/4/2023,8:22 PM,electronics,Reliance Digital,9082
6664271e66cb1ac2237a0d117,7/5/2023,7:18 AM,electronics,Reliance Digital,8277
6664271e66cb1ac2237a0d277,7/5/2023,2:35 PM,clothing,Myntra,492
6664271e66cb1ac2237a0d730,7/5/2023,10:07 PM,electronics,Reliance Digital,5081
6664271e66cb1ac2237a0d930,7/5/2023,9:06 AM,electronics,Reliance Digital,700
6664271e66cb1ac2237a0d865,7/7/2023,8:48 AM,movies,BookMyShow,2838
6664271e66cb1ac2237a0d60,7/8/2023,5:54 AM,books,Amazon India,2757
6664271e66cb1ac2237a0d374,7/8/2023,10:18 PM,electronics,Reliance Digital,3050
6664271e66cb1ac2237a0d37,7/9/2023,12:28 PM,groceries,BigBasket,778
6664271e66cb1ac2237a0d110,7/9/2023,12:31 AM,clothing,Myntra,5282
6664271e66cb1ac2237a0d151,7/9/2023,2:33 PM,movies,BookMyShow,6198
6664271e66cb1ac2237a0d348,7/9/2023,12:05 AM,electricity,Adani Electricity,9505
6664271e66cb1ac2237a0d71,7/10/2023,3:15 AM,electronics,Reliance Digital,9034
6664271e66cb1ac2237a0d168,7/10/2023,10:08 AM,electronics,Reliance Digital,1304
6664271e66cb1ac2237a0d552,7/11/2023,9:58 AM,groceries,BigBasket,4500
6664271e66cb1ac2237a0d798,7/11/2023,10:11 PM,clothing,Myntra,1690
6664271e66cb1ac2237a0d568,7/12/2023,12:58 AM,mobile recharge,Paytm,5384
6664271e66cb1ac2237a0d862,7/13/2023,10:27 PM,clothing,Myntra,1688
6664271e66cb1ac2237a0d928,7/13/2023,12:14 PM,clothing,Myntra,3837
6664271e66cb1ac2237a0d951,7/13/2023,7:17 AM,books,Amazon India,9188
6664271e66cb1ac2237a0d295,7/14/2023,5:17 PM,movies,BookMyShow,6006
6664271e66cb1ac2237a0d526,7/14/2023,12:58 AM,electricity,Adani Electricity,9384
6664271e66cb1ac2237a0d542,7/14/2023,3:05 PM,books,Amazon India,4933
6664271e66cb1ac2237a0d824,7/14/2023,11:11 PM,clothing,Myntra,4296
6664271e66cb1ac2237a0d510,7/15/2023,8:45 PM,food,Zomato,4065
6664271e66cb1ac2237a0d594,7/15/2023,3:50 AM,electricity,Adani Electricity,5371
6664271e66cb1ac2237a0d602,7/15/2023,6:28 PM,movies,BookMyShow,8250
6664271e66cb1ac2237a0d992,7/16/2023,9:49 AM,electronics,Reliance Digital,454
6664271e66cb1ac2237a0d166,7/17/2023,9:15 PM,electricity,Adani Electricity,738
6664271e66cb1ac2237a0d315,7/17/2023,7:33 AM,clothing,Myntra,6822
6664271e66cb1ac2237a0d588,7/17/2023,8:24 PM,food,Zomato,4195
6664271e66cb1ac2237a0d935,7/17/2023,3:31 PM,movies,BookMyShow,2139
6664271e66cb1ac2237a0d895,7/20/2023,2:09 AM,food,Zomato,7142
6664271e66cb1ac2237a0d148,7/21/2023,1:44 AM,food,Zomato,1872
6664271e66cb1ac2237a0d919,7/22/2023,8:19 AM,books,Amazon India,1591
6664271e66cb1ac2237a0d126,7/23/2023,4:21 AM,books,Amazon India,8251
6664271e66cb1ac2237a0d128,7/23/2023,2:53 PM,mobile recharge,Paytm,3613
6664271e66cb1ac2237a0d800,7/23/2023,2:56 PM,clothing,Myntra,9528
6664271e66cb1ac2237a0d165,7/24/2023,8:15 PM,books,Amazon India,562
6664271e66cb1ac2237a0d390,7/24/2023,8:04 AM,books,Amazon India,4029
6664271e66cb1ac2237a0d423,7/24/2023,8:06 PM,mobile recharge,Paytm,8641
6664271e66cb1ac2237a0d617,7/24/2023,7:24 PM,mobile recharge,Paytm,2715
6664271e66cb1ac2237a0d881,7/24/2023,12:39 PM,groceries,BigBasket,2683
6664271e66cb1ac2237a0d498,7/25/2023,9:35 AM,mobile recharge,Paytm,4383
6664271e66cb1ac2237a0d894,7/25/2023,11:17 AM,clothing,Myntra,6638
6664271e66cb1ac2237a0d997,7/25/2023,1:03 PM,groceries,BigBasket,318
6664271e66cb1ac2237a0d108,7/26/2023,11:22 AM,food,Zomato,9733
6664271e66cb1ac2237a0d306,7/26/2023,3:08 AM,mobile recharge,Paytm,3974
6664271e66cb1ac2237a0d418,7/26/2023,12:57 PM,electricity,Adani Electricity,5508
6664271e66cb1ac2237a0d455,7/26/2023,6:16 AM,mobile recharge,Paytm,9606
6664271e66cb1ac2237a0d662,7/26/2023,3:22 PM,electronics,Reliance Digital,8669
6664271e66cb1ac2237a0d874,7/26/2023,7:23 AM,electricity,Adani Electricity,6474
6664271e66cb1ac2237a0d241,7/27/2023,3:59 PM,clothing,Myntra,5512
6664271e66cb1ac2237a0d296,7/27/2023,11:01 AM,electronics,Reliance Digital,4037
6664271e66cb1ac2237a0d391,7/27/2023,4:45 PM,movies,BookMyShow,6877
6664271e66cb1ac2237a0d62,7/28/2023,10:07 AM,groceries,BigBasket,2647
6664271e66cb1ac2237a0d584,7/28/2023,5:28 AM,food,Zomato,2773
6664271e66cb1ac2237a0d733,7/28/2023,10:40 PM,groceries,BigBasket,8747
6664271e66cb1ac2237a0d955,7/28/2023,2:04 AM,groceries,BigBasket,8288
6664271e66cb1ac2237a0d986,7/28/2023,12:29 PM,electricity,Adani Electricity,9989
6664271e66cb1ac2237a0d764,7/29/2023,10:46 AM,books,Amazon India,7043
6664271e66cb1ac2237a0d570,7/30/2023,1:19 PM,mobile recharge,Paytm,1342
6664271e66cb1ac2237a0d572,7/30/2023,5:00 AM,books,Amazon India,5975
6664271e66cb1ac2237a0d284,7/31/2023,5:35 PM,mobile recharge,Paytm,5026
6664271e66cb1ac2237a0d495,7/31/2023,5:58 PM,clothing,Myntra,7696
6664271e66cb1ac2237a0d1027,7/31/2023,8:38 PM,electronics,Reliance Digital,3017
6664271e66cb1ac2237a0d176,8/1/2023,11:33 AM,food,Zomato,7026
6664271e66cb1ac2237a0d323,8/1/2023,7:08 PM,groceries,BigBasket,5440
6664271e66cb1ac2237a0d636,8/1/2023,6:18 AM,groceries,BigBasket,447
6664271e66cb1ac2237a0d134,8/2/2023,12:08 AM,mobile recharge,Paytm,8126
6664271e66cb1ac2237a0d239,8/2/2023,6:01 PM,groceries,BigBasket,5179
6664271e66cb1ac2237a0d746,8/2/2023,12:15 PM,books,Amazon India,6005
6664271e66cb1ac2237a0d506,8/3/2023,12:14 PM,food,Zomato,5348
6664271e66cb1ac2237a0d843,8/3/2023,3:02 PM,electricity,Adani Electricity,7192
6664271e66cb1ac2237a0d100,8/4/2023,12:38 PM,electronics,Reliance Digital,6307
6664271e66cb1ac2237a0d429,8/4/2023,1:01 PM,electronics,Reliance Digital,9982
6664271e66cb1ac2237a0d679,8/4/2023,10:44 PM,movies,BookMyShow,7155
6664271e66cb1ac2237a0d805,8/4/2023,12:51 AM,food,Zomato,6488
6664271e66cb1ac2237a0d246,8/6/2023,2:19 AM,electricity,Adani Electricity,9830
6664271e66cb1ac2237a0d303,8/6/2023,9:39 PM,food,Zomato,601
6664271e66cb1ac2237a0d635,8/6/2023,7:45 AM,electricity,Adani Electricity,5014
6664271e66cb1ac2237a0d739,8/6/2023,12:45 AM,electronics,Reliance Digital,8845
6664271e66cb1ac2237a0d987,8/6/2023,6:02 PM,electronics,Reliance Digital,2714
6664271e66cb1ac2237a0d1022,8/6/2023,8:47 AM,mobile recharge,Paytm,6894
6664271e66cb1ac2237a0d516,8/7/2023,5:11 PM,mobile recharge,Paytm,1090
6664271e66cb1ac2237a0d401,8/8/2023,6:00 PM,books,Amazon India,7471
6664271e66cb1ac2237a0d869,8/8/2023,8:10 PM,clothing,Myntra,8252
6664271e66cb1ac2237a0d325,8/9/2023,3:35 PM,groceries,BigBasket,3484
6664271e66cb1ac2237a0d366,8/9/2023,11:35 AM,electronics,Reliance Digital,3962
6664271e66cb1ac2237a0d387,8/11/2023,12:54 AM,books,Amazon India,380
6664271e66cb1ac2237a0d780,8/11/2023,2:48 PM,books,Amazon India,984
6664271e66cb1ac2237a0d971,8/11/2023,10:09 AM,electronics,Reliance Digital,3653
6664271e66cb1ac2237a0d539,8/12/2023,8:34 PM,food,Zomato,56
6664271e66cb1ac2237a0d48,8/13/2023,8:36 PM,electricity,Adani Electricity,6136
6664271e66cb1ac2237a0d171,8/14/2023,10:25 AM,electronics,Reliance Digital,4560
6664271e66cb1ac2237a0d945,8/14/2023,6:19 PM,electricity,Adani Electricity,3793
6664271e66cb1ac2237a0d343,8/15/2023,2:57 AM,mobile recharge,Paytm,2456
6664271e66cb1ac2237a0d152,8/16/2023,9:48 PM,clothing,Myntra,4679
6664271e66cb1ac2237a0d305,8/16/2023,7:54 AM,electronics,Reliance Digital,7150
6664271e66cb1ac2237a0d991,8/16/2023,10:34 AM,clothing,Myntra,9476
6664271e66cb1ac2237a0d683,8/17/2023,9:03 AM,movies,BookMyShow,8411
6664271e66cb1ac2237a0d494,8/18/2023,5:33 PM,food,Zomato,7121
6664271e66cb1ac2237a0d752,8/18/2023,4:15 AM,movies,BookMyShow,9383
6664271e66cb1ac2237a0d942,8/18/2023,3:19 AM,electricity,Adani Electricity,9843
6664271e66cb1ac2237a0d186,8/19/2023,12:06 AM,groceries,BigBasket,9874
6664271e66cb1ac2237a0d292,8/19/2023,8:57 AM,books,Amazon India,6556
6664271e66cb1ac2237a0d648,8/20/2023,12:38 PM,books,Amazon India,6689
6664271e66cb1ac2237a0d688,8/20/2023,10:52 PM,groceries,BigBasket,41
6664271e66cb1ac2237a0d702,8/20/2023,12:32 PM,mobile recharge,Paytm,1039
6664271e66cb1ac2237a0d829,8/20/2023,10:37 AM,electricity,Adani Electricity,5352
6664271e66cb1ac2237a0d42,8/21/2023,7:43 AM,electricity,Adani Electricity,3538
6664271e66cb1ac2237a0d92,8/21/2023,10:34 AM,electronics,Reliance Digital,6290
6664271e66cb1ac2237a0d194,8/22/2023,5:54 PM,clothing,Myntra,1469
6664271e66cb1ac2237a0d382,8/22/2023,7:12 PM,movies,BookMyShow,9423
6664271e66cb1ac2237a0d691,8/22/2023,4:31 PM,electronics,Reliance Digital,9784
6664271e66cb1ac2237a0d771,8/22/2023,11:45 PM,electricity,Adani Electricity,8978
6664271e66cb1ac2237a0d790,8/22/2023,4:31 AM,food,Zomato,8527
6664271e66cb1ac2237a0d427,8/23/2023,3:08 AM,electronics,Reliance Digital,5539
6664271e66cb1ac2237a0d585,8/23/2023,4:51 PM,food,Zomato,1880
6664271e66cb1ac2237a0d868,8/23/2023,9:43 AM,electronics,Reliance Digital,2049
6664271e66cb1ac2237a0d582,8/24/2023,10:42 AM,books,Amazon India,3185
6664271e66cb1ac2237a0d738,8/24/2023,9:20 AM,food,Zomato,7946
6664271e66cb1ac2237a0d388,8/25/2023,8:14 AM,groceries,BigBasket,9540
6664271e66cb1ac2237a0d420,8/25/2023,5:16 PM,electricity,Adani Electricity,9988
6664271e66cb1ac2237a0d729,8/25/2023,1:27 AM,books,Amazon India,8970
6664271e66cb1ac2237a0d339,8/26/2023,1:22 AM,books,Amazon India,6966
6664271e66cb1ac2237a0d583,8/26/2023,10:12 AM,books,Amazon India,3437
6664271e66cb1ac2237a0d633,8/27/2023,9:07 PM,groceries,BigBasket,5185
6664271e66cb1ac2237a0d990,8/28/2023,9:32 AM,books,Amazon India,9722
6664271e66cb1ac2237a0d52,8/29/2023,8:00 AM,movies,BookMyShow,1410
6664271e66cb1ac2237a0d279,8/30/2023,2:23 AM,electronics,Reliance Digital,63
6664271e66cb1ac2237a0d362,8/30/2023,1:42 PM,mobile recharge,Paytm,7127
6664271e66cb1ac2237a0d56,8/31/2023,12:29 AM,books,Amazon India,6887
6664271e66cb1ac2237a0d416,8/31/2023,3:05 PM,movies,BookMyShow,2609
6664271e66cb1ac2237a0d643,8/31/2023,8:40 AM,mobile recharge,Paytm,8785
6664271e66cb1ac2237a0d808,8/31/2023,5:19 PM,clothing,Myntra,852
6664271e66cb1ac2237a0d365,9/1/2023,12:16 PM,movies,BookMyShow,4898
6664271e66cb1ac2237a0d674,9/1/2023,7:56 AM,clothing,Myntra,5131
6664271e66cb1ac2237a0d93,9/2/2023,10:44 AM,electricity,Adani Electricity,1199
6664271e66cb1ac2237a0d130,9/2/2023,3:19 AM,movies,BookMyShow,1486
6664271e66cb1ac2237a0d231,9/2/2023,6:31 AM,electronics,Reliance Digital,7120
6664271e66cb1ac2237a0d560,9/2/2023,6:59 AM,electricity,Adani Electricity,852
6664271e66cb1ac2237a0d193,9/3/2023,7:24 AM,electronics,Reliance Digital,8744
6664271e66cb1ac2237a0d379,9/3/2023,6:23 AM,mobile recharge,Paytm,6467
6664271e66cb1ac2237a0d462,9/3/2023,3:04 PM,groceries,BigBasket,2034
6664271e66cb1ac2237a0d795,9/3/2023,11:39 AM,books,Amazon India,9354
6664271e66cb1ac2237a0d444,9/4/2023,2:38 PM,clothing,Myntra,7863
6664271e66cb1ac2237a0d491,9/4/2023,6:19 PM,clothing,Myntra,9486
6664271e66cb1ac2237a0d527,9/4/2023,2:25 PM,movies,BookMyShow,7504
6664271e66cb1ac2237a0d836,9/4/2023,4:43 PM,books,Amazon India,4504
6664271e66cb1ac2237a0d1018,9/4/2023,7:36 PM,electricity,Adani Electricity,3825
6664271e66cb1ac2237a0d378,9/5/2023,8:27 PM,movies,BookMyShow,1273
6664271e66cb1ac2237a0d724,9/5/2023,8:26 PM,food,Zomato,4128
6664271e66cb1ac2237a0d957,9/5/2023,8:29 PM,clothing,Myntra,6529
6664271e66cb1ac2237a0d302,9/6/2023,1:22 AM,clothing,Myntra,1303
6664271e66cb1ac2237a0d536,9/6/2023,11:14 PM,books,Amazon India,8490
6664271e66cb1ac2237a0d975,9/6/2023,1:17 AM,books,Amazon India,8151
6664271e66cb1ac2237a0d849,9/7/2023,9:30 PM,groceries,BigBasket,4069
6664271e66cb1ac2237a0d485,9/8/2023,12:10 PM,movies,BookMyShow,5302
6664271e66cb1ac2237a0d551,9/8/2023,8:34 AM,movies,BookMyShow,5055
6664271e66cb1ac2237a0d692,9/9/2023,7:43 AM,groceries,BigBasket,9698
6664271e66cb1ac2237a0d262,9/10/2023,4:49 PM,mobile recharge,Paytm,3862
6664271e66cb1ac2237a0d463,9/10/2023,1:03 AM,electronics,Reliance Digital,479
6664271e66cb1ac2237a0d742,9/10/2023,12:55 PM,electronics,Reliance Digital,19
6664271e66cb1ac2237a0d307,9/11/2023,5:38 AM,electronics,Reliance Digital,2867
6664271e66cb1ac2237a0d774,9/11/2023,11:44 PM,groceries,BigBasket,5132
6664271e66cb1ac2237a0d830,9/11/2023,11:34 PM,electricity,Adani Electricity,8802
6664271e66cb1ac2237a0d338,9/12/2023,11:27 PM,mobile recharge,Paytm,4228
6664271e66cb1ac2237a0d1008,9/12/2023,11:58 PM,groceries,BigBasket,7312
6664271e66cb1ac2237a0d909,9/13/2023,10:36 PM,electronics,Reliance Digital,8011
6664271e66cb1ac2237a0d267,9/14/2023,9:14 PM,mobile recharge,Paytm,8916
6664271e66cb1ac2237a0d794,9/14/2023,1:14 AM,food,Zomato,4376
6664271e66cb1ac2237a0d138,9/15/2023,5:00 PM,electronics,Reliance Digital,2231
6664271e66cb1ac2237a0d257,9/15/2023,10:49 PM,movies,BookMyShow,7811
6664271e66cb1ac2237a0d324,9/15/2023,5:15 PM,electronics,Reliance Digital,8228
6664271e66cb1ac2237a0d649,9/15/2023,10:36 AM,electricity,Adani Electricity,3731
6664271e66cb1ac2237a0d782,9/15/2023,2:44 PM,electronics,Reliance Digital,8706
6664271e66cb1ac2237a0d821,9/15/2023,5:32 AM,electricity,Adani Electricity,6019
6664271e66cb1ac2237a0d511,9/16/2023,6:43 AM,electronics,Reliance Digital,8665
6664271e66cb1ac2237a0d684,9/16/2023,10:39 AM,electronics,Reliance Digital,5480
6664271e66cb1ac2237a0d270,9/17/2023,3:15 AM,electronics,Reliance Digital,8933
6664271e66cb1ac2237a0d428,9/17/2023,2:17 PM,movies,BookMyShow,3255
6664271e66cb1ac2237a0d910,9/17/2023,4:02 PM,food,Zomato,450
6664271e66cb1ac2237a0d493,9/18/2023,5:52 PM,mobile recharge,Paytm,2537
6664271e66cb1ac2237a0d839,9/18/2023,3:03 AM,mobile recharge,Paytm,2287
6664271e66cb1ac2237a0d218,9/19/2023,8:15 AM,movies,BookMyShow,2423
6664271e66cb1ac2237a0d810,9/19/2023,11:47 AM,movies,BookMyShow,5811
6664271e66cb1ac2237a0d998,9/19/2023,11:25 AM,food,Zomato,3103
6664271e66cb1ac2237a0d265,9/20/2023,5:00 PM,electricity,Adani Electricity,5727
6664271e66cb1ac2237a0d409,9/20/2023,5:07 AM,groceries,BigBasket,3016
6664271e66cb1ac2237a0d871,9/20/2023,10:25 AM,mobile recharge,Paytm,2612
6664271e66cb1ac2237a0d228,9/21/2023,9:51 PM,electronics,Reliance Digital,4925
6664271e66cb1ac2237a0d405,9/21/2023,4:47 AM,clothing,Myntra,6302
6664271e66cb1ac2237a0d931,9/21/2023,3:32 PM,electricity,Adani Electricity,8361
6664271e66cb1ac2237a0d36,9/22/2023,12:44 PM,movies,BookMyShow,7684
6664271e66cb1ac2237a0d213,9/22/2023,2:27 PM,electricity,Adani Electricity,5032
6664271e66cb1ac2237a0d456,9/22/2023,8:36 PM,electronics,Reliance Digital,2889
6664271e66cb1ac2237a0d915,9/22/2023,8:05 AM,movies,BookMyShow,8274
6664271e66cb1ac2237a0d61,9/23/2023,1:28 PM,food,Zomato,7962
6664271e66cb1ac2237a0d710,9/23/2023,2:42 AM,food,Zomato,7802
6664271e66cb1ac2237a0d767,9/24/2023,6:32 PM,mobile recharge,Paytm,3055
6664271e66cb1ac2237a0d188,9/25/2023,11:41 AM,clothing,Myntra,3154
6664271e66cb1ac2237a0d68,9/26/2023,10:31 PM,books,Amazon India,2065
6664271e66cb1ac2237a0d238,9/26/2023,6:24 AM,mobile recharge,Paytm,9854
6664271e66cb1ac2237a0d768,9/26/2023,12:43 PM,food,Zomato,469
6664271e66cb1ac2237a0d933,9/26/2023,11:19 AM,movies,BookMyShow,7903
6664271e66cb1ac2237a0d535,9/27/2023,10:26 PM,clothing,Myntra,7264
6664271e66cb1ac2237a0d799,9/27/2023,10:06 PM,electronics,Reliance Digital,4017
6664271e66cb1ac2237a0d916,9/27/2023,8:14 PM,electricity,Adani Electricity,5275
6664271e66cb1ac2237a0d331,9/28/2023,6:59 PM,groceries,BigBasket,5013
6664271e66cb1ac2237a0d772,9/28/2023,5:58 PM,electricity,Adani Electricity,297
6664271e66cb1ac2237a0d43,9/29/2023,1:43 PM,food,Zomato,3928
6664271e66cb1ac2237a0d94,9/30/2023,6:22 PM,mobile recharge,Paytm,4479
6664271e66cb1ac2237a0d179,10/1/2023,5:37 PM,food,Zomato,4322
6664271e66cb1ac2237a0d655,10/1/2023,3:19 PM,books,Amazon India,4354
6664271e66cb1ac2237a0d735,10/1/2023,12:15 AM,mobile recharge,Paytm,4270
6664271e66cb1ac2237a0d903,10/1/2023,6:28 AM,electricity,Adani Electricity,721
6664271e66cb1ac2237a0d906,10/2/2023,4:56 PM,electronics,Reliance Digital,8802
6664271e66cb1ac2237a0d948,10/2/2023,7:36 AM,clothing,Myntra,4046
6664271e66cb1ac2237a0d90,10/3/2023,12:35 PM,movies,BookMyShow,8752
6664271e66cb1ac2237a0d101,10/3/2023,10:31 PM,books,Amazon India,5994
6664271e66cb1ac2237a0d356,10/3/2023,10:45 AM,movies,BookMyShow,1745
6664271e66cb1ac2237a0d580,10/3/2023,2:56 AM,food,Zomato,7961
6664271e66cb1ac2237a0d708,10/3/2023,6:37 AM,mobile recharge,Paytm,4728
6664271e66cb1ac2237a0d70,10/4/2023,1:45 AM,food,Zomato,8233
6664271e66cb1ac2237a0d359,10/4/2023,1:12 AM,clothing,Myntra,4415
6664271e66cb1ac2237a0d678,10/4/2023,1:18 PM,books,Amazon India,6873
6664271e66cb1ac2237a0d823,10/4/2023,5:00 AM,food,Zomato,5534
6664271e66cb1ac2237a0d907,10/4/2023,8:33 AM,electronics,Reliance Digital,3952
6664271e66cb1ac2237a0d921,10/4/2023,9:11 AM,electronics,Reliance Digital,1902
6664271e66cb1ac2237a0d80,10/5/2023,3:52 PM,books,Amazon India,3861
6664271e66cb1ac2237a0d202,10/5/2023,2:21 PM,mobile recharge,Paytm,8881
6664271e66cb1ac2237a0d484,10/5/2023,9:45 PM,mobile recharge,Paytm,9195
6664271e66cb1ac2237a0d701,10/5/2023,3:28 AM,books,Amazon India,4403
6664271e66cb1ac2237a0d773,10/5/2023,7:13 PM,clothing,Myntra,9844
6664271e66cb1ac2237a0d792,10/5/2023,8:40 PM,food,Zomato,926
6664271e66cb1ac2237a0d220,10/6/2023,1:30 AM,food,Zomato,9087
6664271e66cb1ac2237a0d658,10/6/2023,4:35 AM,movies,BookMyShow,889
6664271e66cb1ac2237a0d105,10/7/2023,1:14 PM,groceries,BigBasket,6213
6664271e66cb1ac2237a0d978,10/7/2023,12:08 AM,books,Amazon India,7934
6664271e66cb1ac2237a0d433,10/8/2023,11:30 AM,food,Zomato,4205
6664271e66cb1ac2237a0d673,10/9/2023,6:24 AM,groceries,BigBasket,9765
